Основные средства,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость,Номер счёта,Дата,Классификатор
Стол для персонала Geradom GD-1223,4101360400279.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400281.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400282.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400283.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400284.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400285.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400287.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400289.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400290.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400291.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400293.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400295.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400299.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400301.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400302.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400303.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400304.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400305.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400306.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400307.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400308.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400309.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400315.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400316.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400317.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400318.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400321.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400323.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400325.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400327.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400328.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400331.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400332.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400333.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400334.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400335.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400336.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400339.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400340.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400343.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400346.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400347.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Стол для персонала Geradom GD-1223,4101360400350.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,6150.0,1.0,6150.0,0.0,101,30.06.2022,101.36
Брифинг приставка Geradom GD-1235,4101360400351.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,8000.0,1.0,8000.0,0.0,101,30.06.2022,101.36
Брифинг приставка Geradom GD-1235,4101360400352.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,8000.0,1.0,8000.0,0.0,101,30.06.2022,101.36
Брифинг приставка Geradom GD-1235,4101360400353.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,8000.0,1.0,8000.0,0.0,101,30.06.2022,101.36
Брифинг приставка Geradom GD-1235,4101360400354.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,8000.0,1.0,8000.0,0.0,101,30.06.2022,101.36
Брифинг приставка Geradom GD-1235,4101360400355.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,8000.0,1.0,8000.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 2 Geradom GD-1167,4101360400356.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,11280.0,1.0,11280.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 2 Geradom GD-1167,4101360400357.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,11280.0,1.0,11280.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 2 Geradom GD-1167,4101360400358.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,11280.0,1.0,11280.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 2 Geradom GD-1167,4101360400360.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,11280.0,1.0,11280.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400361.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400362.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400363.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400365.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400368.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400372.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400373.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400374.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400375.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400376.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
Тумба мобильная тип 1 Geradom GD-1112,4101360400379.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100.0,5270.0,1.0,5270.0,0.0,101,30.06.2022,101.36
