,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
1666,1 657,"Доска магнитно-маркерная BRAUBERG PREMIUM, 2-сторонняя, 120х180 см, на стенде, гарантия 10 лет, арт. 236927",11013603000064.0,330.32.99.53.190,3.0,100% при вводе в эксплуатацию,18.09.2019,Введено в эксплуатацию,60.0,1.667,100,10599.82,1.0,10599.82,0.0
1667,1 658,Стол на металлоопорах на одно рабочее место,11013606000977.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,18697.06,1.0,18697.06,0.0
1668,1 659,Стол на металлоопорах на одно рабочее место,11013606000978.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,28.10.2019,Введено в эксплуатацию,180.0,0.556,100,18697.06,1.0,18697.06,0.0
1669,1 660,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002885.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
1670,1 661,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002897.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
1671,1 662,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002902.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
1672,1 663,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002903.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
1673,1 664,Станция рабочая с экраном на металлоопорах на два рабочих места,11013606002908.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,14285.0,1.0,14285.0,0.0
1674,1 665,Стол руководителя,11013606002914.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,18.08.2020,Введено в эксплуатацию,180.0,0.556,100,11920.0,1.0,11920.0,0.0
1675,1 666,Стеллаж металлический 5 полок,4101360400509.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.10.2015,Введено в эксплуатацию,84.0,1.19,100,6996.93,1.0,6996.93,0.0
1676,1 667,Сейф VALBERG  GARANT-67T,4101360600002.0,330.25.99.21,6.0,100% при вводе в эксплуатацию,13.04.2017,Введено в эксплуатацию,180.0,0.556,100,38522.87,1.0,38522.87,0.0
1677,1 668,Диван трехместный Geradom GD-1075,4101360400124.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,14650.0,1.0,14650.0,0.0
1678,1 669,Кресло для персонала Geradom GD-1045,4101360400025.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
1679,1 670,Кресло для персонала Geradom GD-1045,4101360400029.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
1680,1 671,Стол в приемную,4101360400548.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5656.92,1.0,5656.92,0.0
1681,1 672,Шкаф универсальный,4101360400576.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,14.12.2015,Введено в эксплуатацию,84.0,1.19,100,5997.94,1.0,5997.94,0.0
1682,1 673,Кресло для персонала Geradom GD-1045,4101360400075.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
1683,1 674,Кресло для персонала Geradom GD-1045,4101360400090.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
1684,1 675,Кресло для персонала Geradom GD-1045,4101360400098.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
1685,1 676,Кресло для персонала Geradom GD-1045,4101360400115.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,3700.0,1.0,3700.0,0.0
1686,1 677,Шкаф низкий Geradom GD-1171,4101360400134.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,4940.0,1.0,4940.0,0.0
1687,1 678,Шкаф низкий Geradom GD-1171,4101360400142.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,4940.0,1.0,4940.0,0.0
1688,1 679,Шкаф низкий Geradom GD-1171,4101360400143.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,01.07.2015,Введено в эксплуатацию,84.0,1.19,100,4940.0,1.0,4940.0,0.0
1689,1 680,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360400979.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1690,1 681,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360400996.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1691,1 682,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401007.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1692,1 683,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401011.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1693,1 684,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401013.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1694,1 685,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401017.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1695,1 686,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401030.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1696,1 687,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401045.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1697,1 688,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401054.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1698,1 689,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401061.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1699,1 690,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401063.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1700,1 691,Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,4101360401066.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,6737.6,1.0,6737.6,0.0
1701,1 692,Шкаф комбинированный,4101360400953.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,8951.25,1.0,8951.25,0.0
1702,1 693,Шкаф комбинированный,4101360400955.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,8951.25,1.0,8951.25,0.0
1703,1 694,Шкаф комбинированный,4101360400961.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,8951.25,1.0,8951.25,0.0
1704,1 695,Шкаф-купе низкий,4101360400731.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4316.5,1.0,4316.5,0.0
1705,1 696,Тумба мобильная,4101360400857.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1706,1 697,Тумба мобильная,4101360400643.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1707,1 698,Тумба мобильная,4101360400876.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1708,1 699,Тумба мобильная,4101360400890.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1709,1 700,Тумба мобильная,4101360400892.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1710,1 701,Тумба мобильная,4101360400895.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1711,1 702,Тумба мобильная,4101360400897.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1712,1 703,Тумба мобильная,4101360400920.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1713,1 704,Тумба мобильная,4101360400926.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1714,1 705,Тумба мобильная,4101360400934.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1715,1 706,Тумба мобильная,4101360400938.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1716,1 707,Кресло оператора,4101360400757.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
1717,1 708,Кресло оператора,4101360400765.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
1718,1 709,Кресло оператора,4101360400838.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
1719,1 710,Кресло оператора,4101360400842.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
1720,1 711,Кресло оператора,4101360400844.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
1721,1 712,Кресло оператора,4101360400846.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4513.5,1.0,4513.5,0.0
